"V1","V2","V3"
"Sampling Amount","MaxDepth","Fault Rate"
"1","25","33.6121877507525"
"1","26","33.6121877507525"
"1","27","33.6121877507525"
"1","28","33.6121877507525"
"1","29","33.6121877507525"
"1","30","33.6121877507525"
"2","25","37.7194817548325"
"2","26","37.7194817548325"
"2","27","37.7194817548325"
"2","28","37.7194817548325"
"2","29","37.7194817548325"
"2","30","37.7194817548325"
"3","25","22.6563896682448"
"3","26","22.6563896682448"
"3","27","22.6563896682448"
"3","28","22.6563896682448"
"3","29","22.6563896682448"
"3","30","22.6563896682448"
"4","25","22.8278289866413"
"4","26","22.8278289866413"
"4","27","22.8278289866413"
"4","28","22.8278289866413"
"4","29","22.8278289866413"
"4","30","22.8278289866413"
"5","25","26.2071472244085"
"5","26","26.2071472244085"
"5","27","26.2071472244085"
"5","28","26.2071472244085"
"5","29","26.2071472244085"
"5","30","26.2071472244085"
"6","25","25.2702798624393"
"6","26","25.2702798624393"
"6","27","25.2702798624393"
"6","28","25.2702798624393"
"6","29","25.2702798624393"
"6","30","25.2702798624393"
"7","25","23.5408498113224"
"7","26","23.5408498113224"
"7","27","23.5408498113224"
"7","28","23.5408498113224"
"7","29","23.5408498113224"
"7","30","23.5408498113224"
"8","25","20.6776529006045"
"8","26","20.6776529006045"
"8","27","20.6776529006045"
"8","28","20.6776529006045"
"8","29","20.6776529006045"
"8","30","20.6776529006045"
"9","25","13.5900511227158"
"9","26","13.5900511227158"
"9","27","13.5900511227158"
"9","28","13.5900511227158"
"9","29","13.5900511227158"
"9","30","13.5900511227158"
"10","25","16.7653492644755"
"10","26","16.7653492644755"
"10","27","16.7653492644755"
"10","28","16.7653492644755"
"10","29","16.7653492644755"
"10","30","16.7653492644755"
"11","25","19.5825672287366"
"11","26","19.5825672287366"
"11","27","19.5825672287366"
"11","28","19.5825672287366"
"11","29","19.5825672287366"
"11","30","19.5825672287366"
"12","25","18.685620080451"
"12","26","18.685620080451"
"12","27","18.685620080451"
"12","28","18.685620080451"
"12","29","18.685620080451"
"12","30","18.685620080451"
"13","25","19.8528597573927"
"13","26","19.8528597573927"
"13","27","19.8528597573927"
"13","28","19.8528597573927"
"13","29","19.8528597573927"
"13","30","19.8528597573927"
"14","25","12.8725492876962"
"14","26","12.8725492876962"
"14","27","12.8725492876962"
"14","28","12.8725492876962"
"14","29","12.8725492876962"
"14","30","12.8725492876962"
"15","25","12.5072710283065"
"15","26","12.5072710283065"
"15","27","12.5072710283065"
"15","28","12.5072710283065"
"15","29","12.5072710283065"
"15","30","12.5072710283065"
"16","25","13.7661567781194"
"16","26","13.7661567781194"
"16","27","13.7661567781194"
"16","28","13.7661567781194"
"16","29","13.7661567781194"
"16","30","13.7661567781194"
"17","25","13.4902822579147"
"17","26","13.4902822579147"
"17","27","13.4902822579147"
"17","28","13.4902822579147"
"17","29","13.4902822579147"
"17","30","13.4902822579147"
"18","25","12.1312234759624"
"18","26","12.1312234759624"
"18","27","12.1312234759624"
"18","28","12.1312234759624"
"18","29","12.1312234759624"
"18","30","12.1312234759624"
"19","25","9.68802550042204"
"19","26","9.68802550042204"
"19","27","9.68802550042204"
"19","28","9.68802550042204"
"19","29","9.68802550042204"
"19","30","9.68802550042204"
"20","25","9.68620758470949"
"20","26","9.68620758470949"
"20","27","9.68620758470949"
"20","28","9.68620758470949"
"20","29","9.68620758470949"
"20","30","9.68620758470949"
"21","25","9.86899077068901"
"21","26","9.86899077068901"
"21","27","9.86899077068901"
"21","28","9.86899077068901"
"21","29","9.86899077068901"
"21","30","9.86899077068901"
"22","25","8.37965463411995"
"22","26","8.37965463411995"
"22","27","8.37965463411995"
"22","28","8.37965463411995"
"22","29","8.37965463411995"
"22","30","8.37965463411995"
"23","25","8.83243099382902"
"23","26","8.83243099382902"
"23","27","8.83243099382902"
"23","28","8.83243099382902"
"23","29","8.83243099382902"
"23","30","8.83243099382902"
"24","25","8.56679184760925"
"24","26","8.56679184760925"
"24","27","8.56679184760925"
"24","28","8.56679184760925"
"24","29","8.56679184760925"
"24","30","8.56679184760925"
"25","25","10.3127535546804"
"25","26","10.3127535546804"
"25","27","10.3127535546804"
"25","28","10.3127535546804"
"25","29","10.3127535546804"
"25","30","10.3127535546804"
"26","25","8.19937833457747"
"26","26","8.19937833457747"
"26","27","8.19937833457747"
"26","28","8.19937833457747"
"26","29","8.19937833457747"
"26","30","8.19937833457747"
"27","25","8.16907710365263"
"27","26","8.16907710365263"
"27","27","8.16907710365263"
"27","28","8.16907710365263"
"27","29","8.16907710365263"
"27","30","8.16907710365263"
"28","25","8.30142786982251"
"28","26","8.30142786982251"
"28","27","8.30142786982251"
"28","28","8.30142786982251"
"28","29","8.30142786982251"
"28","30","8.30142786982251"
"29","25","7.41831065261763"
"29","26","7.41831065261763"
"29","27","7.41831065261763"
"29","28","7.41831065261763"
"29","29","7.41831065261763"
"29","30","7.41831065261763"
"30","25","7.70796277075563"
"30","26","7.70796277075563"
"30","27","7.70796277075563"
"30","28","7.70796277075563"
"30","29","7.70796277075563"
"30","30","7.70796277075563"
"31","25","8.22347791381288"
"31","26","8.22347791381288"
"31","27","8.22347791381288"
"31","28","8.22347791381288"
"31","29","8.22347791381288"
"31","30","8.22347791381288"
"32","25","7.7778371788286"
"32","26","7.7778371788286"
"32","27","7.7778371788286"
"32","28","7.7778371788286"
"32","29","7.7778371788286"
"32","30","7.7778371788286"
"33","25","7.84350336454666"
"33","26","7.84350336454666"
"33","27","7.84350336454666"
"33","28","7.84350336454666"
"33","29","7.84350336454666"
"33","30","7.84350336454666"
"34","25","7.75601007942082"
"34","26","7.75601007942082"
"34","27","7.75601007942082"
"34","28","7.75601007942082"
"34","29","7.75601007942082"
"34","30","7.75601007942082"
"35","25","8.1381187124278"
"35","26","8.1381187124278"
"35","27","8.1381187124278"
"35","28","8.1381187124278"
"35","29","8.1381187124278"
"35","30","8.1381187124278"
"36","25","8.63583534070339"
"36","26","8.63583534070339"
"36","27","8.63583534070339"
"36","28","8.63583534070339"
"36","29","8.63583534070339"
"36","30","8.63583534070339"
"37","25","8.22467023166777"
"37","26","8.22467023166777"
"37","27","8.22467023166777"
"37","28","8.22467023166777"
"37","29","8.22467023166777"
"37","30","8.22467023166777"
"38","25","8.49326762783704"
"38","26","8.49326762783704"
"38","27","8.49326762783704"
"38","28","8.49326762783704"
"38","29","8.49326762783704"
"38","30","8.49326762783704"
"39","25","8.29111010073333"
"39","26","8.29111010073333"
"39","27","8.29111010073333"
"39","28","8.29111010073333"
"39","29","8.29111010073333"
"39","30","8.29111010073333"
"40","25","8.65138801617792"
"40","26","8.65138801617792"
"40","27","8.65138801617792"
"40","28","8.65138801617792"
"40","29","8.65138801617792"
"40","30","8.65138801617792"
"41","25","8.37754210625655"
"41","26","8.37754210625655"
"41","27","8.37754210625655"
"41","28","8.37754210625655"
"41","29","8.37754210625655"
"41","30","8.37754210625655"
"42","25","7.69953783410977"
"42","26","7.69953783410977"
"42","27","7.69953783410977"
"42","28","7.69953783410977"
"42","29","7.69953783410977"
"42","30","7.69953783410977"
"43","25","8.18249439568374"
"43","26","8.18249439568374"
"43","27","8.18249439568374"
"43","28","8.18249439568374"
"43","29","8.18249439568374"
"43","30","8.18249439568374"
"44","25","7.77591114958244"
"44","26","7.77591114958244"
"44","27","7.77591114958244"
"44","28","7.77591114958244"
"44","29","7.77591114958244"
"44","30","7.77591114958244"
"45","25","7.62367351442657"
"45","26","7.62367351442657"
"45","27","7.62367351442657"
"45","28","7.62367351442657"
"45","29","7.62367351442657"
"45","30","7.62367351442657"
"46","25","7.94611793220213"
"46","26","7.94611793220213"
"46","27","7.94611793220213"
"46","28","7.94611793220213"
"46","29","7.94611793220213"
"46","30","7.94611793220213"
"47","25","8.04121642090617"
"47","26","8.04121642090617"
"47","27","8.04121642090617"
"47","28","8.04121642090617"
"47","29","8.04121642090617"
"47","30","8.04121642090617"
"48","25","7.96893492859974"
"48","26","7.96893492859974"
"48","27","7.96893492859974"
"48","28","7.96893492859974"
"48","29","7.96893492859974"
"48","30","7.96893492859974"
"49","25","7.47847417683677"
"49","26","7.47847417683677"
"49","27","7.47847417683677"
"49","28","7.47847417683677"
"49","29","7.47847417683677"
"49","30","7.47847417683677"
"50","25","7.55622174940776"
"50","26","7.55622174940776"
"50","27","7.55622174940776"
"50","28","7.55622174940776"
"50","29","7.55622174940776"
"50","30","7.55622174940776"
"51","25","7.66302177650685"
"51","26","7.66302177650685"
"51","27","7.66302177650685"
"51","28","7.66302177650685"
"51","29","7.66302177650685"
"51","30","7.66302177650685"
"52","25","7.22326769424665"
"52","26","7.22326769424665"
"52","27","7.22326769424665"
"52","28","7.22326769424665"
"52","29","7.22326769424665"
"52","30","7.22326769424665"
"53","25","7.24457906608091"
"53","26","7.24457906608091"
"53","27","7.24457906608091"
"53","28","7.24457906608091"
"53","29","7.24457906608091"
"53","30","7.24457906608091"
"54","25","7.16353427683456"
"54","26","7.16353427683456"
"54","27","7.16353427683456"
"54","28","7.16353427683456"
"54","29","7.16353427683456"
"54","30","7.16353427683456"
"55","25","9.26082388637512"
"55","26","9.26082388637512"
"55","27","9.26082388637512"
"55","28","9.26082388637512"
"55","29","9.26082388637512"
"55","30","9.26082388637512"
"56","25","8.89829642052895"
"56","26","8.89829642052895"
"56","27","8.89829642052895"
"56","28","8.89829642052895"
"56","29","8.89829642052895"
"56","30","8.89829642052895"
"57","25","9.2633236306983"
"57","26","9.2633236306983"
"57","27","9.2633236306983"
"57","28","9.2633236306983"
"57","29","9.2633236306983"
"57","30","9.2633236306983"
"58","25","9.12483112815556"
"58","26","9.12483112815556"
"58","27","9.12483112815556"
"58","28","9.12483112815556"
"58","29","9.12483112815556"
"58","30","9.12483112815556"
"59","25","7.89398218615435"
"59","26","7.89398218615435"
"59","27","7.89398218615435"
"59","28","7.89398218615435"
"59","29","7.89398218615435"
"59","30","7.89398218615435"
"60","25","7.75188225817622"
"60","26","7.75188225817622"
"60","27","7.75188225817622"
"60","28","7.75188225817622"
"60","29","7.75188225817622"
"60","30","7.75188225817622"
"61","25","7.84692824001811"
"61","26","7.84692824001811"
"61","27","7.84692824001811"
"61","28","7.84692824001811"
"61","29","7.84692824001811"
"61","30","7.84692824001811"
"62","25","7.51134931507769"
"62","26","7.51134931507769"
"62","27","7.51134931507769"
"62","28","7.51134931507769"
"62","29","7.51134931507769"
"62","30","7.51134931507769"
"63","25","7.55982041358141"
"63","26","7.55982041358141"
"63","27","7.55982041358141"
"63","28","7.55982041358141"
"63","29","7.55982041358141"
"63","30","7.55982041358141"
"64","25","7.38389248404179"
"64","26","7.38389248404179"
"64","27","7.38389248404179"
"64","28","7.38389248404179"
"64","29","7.38389248404179"
"64","30","7.38389248404179"
"65","25","7.22292182178173"
"65","26","7.22292182178173"
"65","27","7.22292182178173"
"65","28","7.22292182178173"
"65","29","7.22292182178173"
"65","30","7.22292182178173"
"66","25","7.33901962144072"
"66","26","7.33901962144072"
"66","27","7.33901962144072"
"66","28","7.33901962144072"
"66","29","7.33901962144072"
"66","30","7.33901962144072"
"67","25","7.35658062794255"
"67","26","7.35658062794255"
"67","27","7.35658062794255"
"67","28","7.35658062794255"
"67","29","7.35658062794255"
"67","30","7.35658062794255"
"68","25","7.30762046586941"
"68","26","7.30762046586941"
"68","27","7.30762046586941"
"68","28","7.30762046586941"
"68","29","7.30762046586941"
"68","30","7.30762046586941"
"69","25","6.89113188814361"
"69","26","6.89113188814361"
"69","27","6.89113188814361"
"69","28","6.89113188814361"
"69","29","6.89113188814361"
"69","30","6.89113188814361"
"70","25","7.3113445366858"
"70","26","7.3113445366858"
"70","27","7.3113445366858"
"70","28","7.3113445366858"
"70","29","7.3113445366858"
"70","30","7.3113445366858"
"71","25","7.38879805152097"
"71","26","7.38879805152097"
"71","27","7.38879805152097"
"71","28","7.38879805152097"
"71","29","7.38879805152097"
"71","30","7.38879805152097"
"72","25","7.26218612582191"
"72","26","7.26218612582191"
"72","27","7.26218612582191"
"72","28","7.26218612582191"
"72","29","7.26218612582191"
"72","30","7.26218612582191"
"73","25","7.4562104987187"
"73","26","7.4562104987187"
"73","27","7.4562104987187"
"73","28","7.4562104987187"
"73","29","7.4562104987187"
"73","30","7.4562104987187"
"74","25","7.36715739271797"
"74","26","7.36715739271797"
"74","27","7.36715739271797"
"74","28","7.36715739271797"
"74","29","7.36715739271797"
"74","30","7.36715739271797"
"75","25","7.24781955197917"
"75","26","7.24781955197917"
"75","27","7.24781955197917"
"75","28","7.24781955197917"
"75","29","7.24781955197917"
"75","30","7.24781955197917"
"76","25","7.23160801733607"
"76","26","7.23160801733607"
"76","27","7.23160801733607"
"76","28","7.23160801733607"
"76","29","7.23160801733607"
"76","30","7.23160801733607"
"77","25","7.13186113184837"
