"V1","V2","V3"
"Sampling Amount","MaxDepth","Fault Rate"
"1","25","27.5862068965517"
"1","26","27.5862068965517"
"1","27","27.5862068965517"
"1","28","27.5862068965517"
"1","29","27.5862068965517"
"1","30","27.5862068965517"
"2","25","32.1693657219973"
"2","26","32.1693657219973"
"2","27","32.1693657219973"
"2","28","32.1693657219973"
"2","29","32.1693657219973"
"2","30","32.1693657219973"
"3","25","17.5575785869904"
"3","26","17.5575785869904"
"3","27","17.5575785869904"
"3","28","17.5575785869904"
"3","29","17.5575785869904"
"3","30","17.5575785869904"
"4","25","13.6735960906833"
"4","26","13.6735960906833"
"4","27","13.6735960906833"
"4","28","13.6735960906833"
"4","29","13.6735960906833"
"4","30","13.6735960906833"
"5","25","9.85977622007034"
"5","26","9.85977622007034"
"5","27","9.85977622007034"
"5","28","9.85977622007034"
"5","29","9.85977622007034"
"5","30","9.85977622007034"
"6","25","20.5132700313327"
"6","26","20.5132700313327"
"6","27","20.5132700313327"
"6","28","20.5132700313327"
"6","29","20.5132700313327"
"6","30","20.5132700313327"
"7","25","26.4518505030471"
"7","26","26.4518505030471"
"7","27","26.4518505030471"
"7","28","26.4518505030471"
"7","29","26.4518505030471"
"7","30","26.4518505030471"
"8","25","39.4801541968262"
"8","26","39.4801541968262"
"8","27","39.4801541968262"
"8","28","39.4801541968262"
"8","29","39.4801541968262"
"8","30","39.4801541968262"
"9","25","21.9578896911756"
"9","26","21.9578896911756"
"9","27","21.9578896911756"
"9","28","21.9578896911756"
"9","29","21.9578896911756"
"9","30","21.9578896911756"
"10","25","25.1063767035463"
"10","26","25.1063767035463"
"10","27","25.1063767035463"
"10","28","25.1063767035463"
"10","29","25.1063767035463"
"10","30","25.1063767035463"
"11","25","23.4347907736811"
"11","26","23.4347907736811"
"11","27","23.4347907736811"
"11","28","23.4347907736811"
"11","29","23.4347907736811"
"11","30","23.4347907736811"
"12","25","19.9705737338028"
"12","26","19.9705737338028"
"12","27","19.9705737338028"
"12","28","19.9705737338028"
"12","29","19.9705737338028"
"12","30","19.9705737338028"
"13","25","14.7884895188069"
"13","26","14.7884895188069"
"13","27","14.7884895188069"
"13","28","14.7884895188069"
"13","29","14.7884895188069"
"13","30","14.7884895188069"
"14","25","7.76792982934173"
"14","26","7.76792982934173"
"14","27","7.76792982934173"
"14","28","7.76792982934173"
"14","29","7.76792982934173"
"14","30","7.76792982934173"
"15","25","8.87629388597062"
"15","26","8.87629388597062"
"15","27","8.87629388597062"
"15","28","8.87629388597062"
"15","29","8.87629388597062"
"15","30","8.87629388597062"
"16","25","20.3225387524612"
"16","26","20.3225387524612"
"16","27","20.3225387524612"
"16","28","20.3225387524612"
"16","29","20.3225387524612"
"16","30","20.3225387524612"
"17","25","18.5579789085552"
"17","26","18.5579789085552"
"17","27","18.5579789085552"
"17","28","18.5579789085552"
"17","29","18.5579789085552"
"17","30","18.5579789085552"
"18","25","13.3731992490951"
"18","26","13.3731992490951"
"18","27","13.3731992490951"
"18","28","13.3731992490951"
"18","29","13.3731992490951"
"18","30","13.3731992490951"
"19","25","8.31166093485462"
"19","26","8.31166093485462"
"19","27","8.31166093485462"
"19","28","8.31166093485462"
"19","29","8.31166093485462"
"19","30","8.31166093485462"
"20","25","8.50049218801546"
"20","26","8.50049218801546"
"20","27","8.50049218801546"
"20","28","8.50049218801546"
"20","29","8.50049218801546"
"20","30","8.50049218801546"
"21","25","8.39372170171391"
"21","26","8.39372170171391"
"21","27","8.39372170171391"
"21","28","8.39372170171391"
"21","29","8.39372170171391"
"21","30","8.39372170171391"
"22","25","8.33541884545694"
"22","26","8.33541884545694"
"22","27","8.33541884545694"
"22","28","8.33541884545694"
"22","29","8.33541884545694"
"22","30","8.33541884545694"
"23","25","9.25301873615751"
"23","26","9.25301873615751"
"23","27","9.25301873615751"
"23","28","9.25301873615751"
"23","29","9.25301873615751"
"23","30","9.25301873615751"
"24","25","8.61852823454364"
"24","26","8.61852823454364"
"24","27","8.61852823454364"
"24","28","8.61852823454364"
"24","29","8.61852823454364"
"24","30","8.61852823454364"
"25","25","17.0430291767404"
"25","26","17.0430291767404"
"25","27","17.0430291767404"
"25","28","17.0430291767404"
"25","29","17.0430291767404"
"25","30","17.0430291767404"
"26","25","7.84294125434121"
"26","26","7.84294125434121"
"26","27","7.84294125434121"
"26","28","7.84294125434121"
"26","29","7.84294125434121"
"26","30","7.84294125434121"
"27","25","6.66204133234726"
"27","26","6.66204133234726"
"27","27","6.66204133234726"
"27","28","6.66204133234726"
"27","29","6.66204133234726"
"27","30","6.66204133234726"
"28","25","8.34590131034946"
"28","26","8.34590131034946"
"28","27","8.34590131034946"
"28","28","8.34590131034946"
"28","29","8.34590131034946"
"28","30","8.34590131034946"
"29","25","8.51319049096535"
"29","26","8.51319049096535"
"29","27","8.51319049096535"
"29","28","8.51319049096535"
"29","29","8.51319049096535"
"29","30","8.51319049096535"
"30","25","10.7763119410281"
"30","26","10.7763119410281"
"30","27","10.7763119410281"
"30","28","10.7763119410281"
"30","29","10.7763119410281"
"30","30","10.7763119410281"
"31","25","8.94818518580167"
"31","26","8.94818518580167"
"31","27","8.94818518580167"
"31","28","8.94818518580167"
"31","29","8.94818518580167"
"31","30","8.94818518580167"
"32","25","8.13735707587888"
"32","26","8.13735707587888"
"32","27","8.13735707587888"
"32","28","8.13735707587888"
"32","29","8.13735707587888"
"32","30","8.13735707587888"
"33","25","7.40899535792494"
"33","26","7.40899535792494"
"33","27","7.40899535792494"
"33","28","7.40899535792494"
"33","29","7.40899535792494"
"33","30","7.40899535792494"
"34","25","6.66482615556921"
"34","26","6.66482615556921"
"34","27","6.66482615556921"
"34","28","6.66482615556921"
"34","29","6.66482615556921"
"34","30","6.66482615556921"
"35","25","7.49240897507796"
"35","26","7.49240897507796"
"35","27","7.49240897507796"
"35","28","7.49240897507796"
"35","29","7.49240897507796"
"35","30","7.49240897507796"
"36","25","9.26029322821844"
"36","26","9.26029322821844"
"36","27","9.26029322821844"
"36","28","9.26029322821844"
"36","29","9.26029322821844"
"36","30","9.26029322821844"
"37","25","8.71578179725916"
"37","26","8.71578179725916"
"37","27","8.71578179725916"
"37","28","8.71578179725916"
"37","29","8.71578179725916"
"37","30","8.71578179725916"
"38","25","8.48899897198133"
"38","26","8.48899897198133"
"38","27","8.48899897198133"
"38","28","8.48899897198133"
"38","29","8.48899897198133"
"38","30","8.48899897198133"
"39","25","7.63117265197225"
"39","26","7.63117265197225"
"39","27","7.63117265197225"
"39","28","7.63117265197225"
"39","29","7.63117265197225"
"39","30","7.63117265197225"
"40","25","9.17289071033197"
"40","26","9.17289071033197"
"40","27","9.17289071033197"
"40","28","9.17289071033197"
"40","29","9.17289071033197"
"40","30","9.17289071033197"
"41","25","8.40606802145214"
"41","26","8.40606802145214"
"41","27","8.40606802145214"
"41","28","8.40606802145214"
"41","29","8.40606802145214"
"41","30","8.40606802145214"
"42","25","8.28671597875669"
"42","26","8.28671597875669"
"42","27","8.28671597875669"
"42","28","8.28671597875669"
"42","29","8.28671597875669"
"42","30","8.28671597875669"
"43","25","7.15713614832477"
"43","26","7.15713614832477"
"43","27","7.15713614832477"
"43","28","7.15713614832477"
"43","29","7.15713614832477"
"43","30","7.15713614832477"
"44","25","6.95843013660918"
"44","26","6.95843013660918"
"44","27","6.95843013660918"
"44","28","6.95843013660918"
"44","29","6.95843013660918"
"44","30","6.95843013660918"
"45","25","7.90392550516035"
"45","26","7.90392550516035"
"45","27","7.90392550516035"
"45","28","7.90392550516035"
"45","29","7.90392550516035"
"45","30","7.90392550516035"
"46","25","7.43477028045279"
"46","26","7.43477028045279"
"46","27","7.43477028045279"
"46","28","7.43477028045279"
"46","29","7.43477028045279"
"46","30","7.43477028045279"
"47","25","7.56546708584154"
"47","26","7.56546708584154"
"47","27","7.56546708584154"
"47","28","7.56546708584154"
"47","29","7.56546708584154"
"47","30","7.56546708584154"
"48","25","8.68075618967269"
"48","26","8.68075618967269"
"48","27","8.68075618967269"
"48","28","8.68075618967269"
"48","29","8.68075618967269"
"48","30","8.68075618967269"
"49","25","8.46700761141537"
"49","26","8.46700761141537"
"49","27","8.46700761141537"
"49","28","8.46700761141537"
"49","29","8.46700761141537"
"49","30","8.46700761141537"
"50","25","7.60769031486492"
"50","26","7.60769031486492"
"50","27","7.60769031486492"
"50","28","7.60769031486492"
