"V1","V2"
"Sampling Amount","Fault Rate"
"1","4.39653430332412"
"2","41.4476741717654"
"3","41.7294930940434"
"4","35.7506527248855"
"5","25.8706086567644"
"6","82.2942892580117"
"7","66.5923305538134"
"8","57.283344409496"
"9","60.9721673305663"
"10","66.1072304829989"
"11","8.92775634273544"
"12","10.6408377699224"
"13","10.4083316417542"
"14","12.2522503468874"
"15","11.3581112845195"
"16","9.92510070295023"
"17","12.7241129135005"
"18","8.83278533142067"
"19","6.71291047296424"
"20","7.31353818815314"
"21","7.74198044484282"
"22","6.84180308907184"
"23","5.97986050025718"
"24","6.36846560923589"
"25","6.155035116419"
"26","6.65587454944397"
"27","7.792575124612"
"28","7.59680149840615"
"29","7.57766137784003"
"30","7.27016403872889"
"31","8.25432154213555"
"32","10.5281493785916"
"33","7.57359678134747"
"34","7.98613306989028"
"35","5.84302914777536"
"36","5.87760047720666"
"37","4.88317266838765"
"38","7.11401369247351"
"39","5.77200696231398"
"40","7.1292484067832"
"41","5.99284423883412"
"42","5.65380763518612"
"43","5.32410527899954"
"44","5.84196674149049"
"45","6.29928123459742"
"46","6.63761846158587"
"47","6.45909607411453"
"48","5.43971239152388"
"49","6.65825400055808"
"50","6.76564698121229"
"51","6.92120140372039"
"52","7.66310718721743"
"53","7.44802949223206"
"54","6.07389060816298"
"55","7.5545094013913"
"56","6.63360807982369"
"57","7.36915438212838"
"58","7.58003344076662"
"59","7.21698508916654"
"60","6.87732647794309"
"61","6.15158164243488"
"62","7.13499383431562"
"63","8.37275888487449"
"64","7.84942194327738"
"65","7.08394172295721"
"66","6.75060150448116"
"67","6.8691458522005"
"68","8.02207596208651"
"69","6.46100156678908"
"70","6.6143686445308"
"71","7.38222696585409"
"72","6.65582514764505"
"73","7.55711964519745"
"74","5.83529490002096"
"75","6.79917794113777"
"76","6.87206897461018"
"77","6.66749819121805"
"78","6.46007951971724"
"79","6.85582081124595"
"80","6.72462918682777"
"81","5.7934381498194"
"82","6.42325875936135"
"83","6.43857621201022"
"84","6.41457663549304"
"85","7.17401351401795"
"86","6.87241173056494"
"87","7.48358894860088"
"88","6.39807311842537"
"89","6.76579646407601"
"90","7.99398144380236"
"91","6.75852818732721"
"92","7.8600274891297"
"93","7.17294358686741"
"94","6.92513079923614"
"95","6.4094923429211"
"96","6.75209458213327"
"97","7.09386558509347"
"98","7.56530773641893"
"99","7.25318291666439"
"100","6.42561979592187"
"101","4.50904100090157"
"102","5.06760826576633"
"103","4.67840168041375"
"104","4.72841557868643"
"105","4.65232743121"
"106","5.0599615204194"
"107","4.54663278374804"
"108","5.64787150709985"
"109","5.48937533775854"
"110","5.23278323495796"
"111","4.8194731628562"
"112","5.59569185463067"
"113","4.78501015697315"
"114","4.91877892308785"
"115","5.59577687702917"
"116","3.97079445509635"
"117","4.26766630712306"
"118","5.38754005895195"
"119","4.0724048676568"
"120","4.67307877173346"
"121","4.45797124705768"
"122","5.05179549377795"
"123","4.56487963246321"
